,prompt,completion
326,"Dane held onto it in order to keep his balance and was relieved to see Bryn was secure in her position for the present.  A few loosened branches and leaves fell on top of them as if to attest to the strong jar they had just experienced.
“What’s down there?” asked Bryn whose eyes were wide with fear.
“It is a xenther,” said", Dane
327,"It’s addressed to Station 982. That’s us, Abbu. We should open it.”
“I will wait for the letter.”
“What letter?”
“They don’t send anything without a letter. I need to know what to do.”
“We can open the box and see what’s inside and still wait for the", letter
328,"Not that Catherine wouldn't set anyone's nerves on edge, but in the past, Bailey had been able to toss off a joke, roll those protuberant eyes of hers, and stay focussed. Now she was moody. Lia worried that she was going to blow up on the job. Some days she was pumped up and raring to go, others she seemed like she could hardly crawl out of bed. And some days, her mood turned on a dime, usually after a visit from", Catherine
329,"“He told me that the castor bean poison had been mixed into the frosting and that that would make me the best suspect, chemistry and baking.”
David looked a bit confused and he stayed quiet for a second.
“Green Eyes, you said that Pete told you the poison was in the frosting?”
“Yes and he said it made perfect sense with my background. What’s wrong?”
“I’m wondering when he found out that the poison was in the", frosting
330,"He slowly increased the power of the left engine to make sufficient speed to navigate closer to the sinking yacht. He was cross with himself that he could not master a decent landing on the sea. The hard pounding given to the old plane could not always be a great contribution to the strength of the airframe.
Warily he manoeuvred the sea plane into the direction of the", yacht
331,"Lady Maccon grappled for some appropriate response.

Felicity added, in a blatant attempt at distraction, ""Speaking of which, you have gotten tremendously portly, haven't you? Is increasing supposed to cause you to swell quite so much as all that?""

Lady Maccon frowned. ""I believe I have increased, as it were, to the", maximum
332,"But, the first time, in the reality I was born into, Napoleon won, and subjugated Britain and the rest of Western Europe to nearly 200 years of French rule. In fact, as an expert on me, you’ll be surprised to know that my original name was Jean Russelle.’
‘And how did you save the day,", Jean
333,"“Alright, there should be a page in here 
somewhere,” he said aloud as he paged through the book, eventually stopping at a page near the end.  “Found it.” 
In the page was a picture of a blood-red portal, just like the one on the wall in front of them, with writing underneath it. 
Charlie, Will, Sheila and Rocky all watched as Jacob kept his eyes on the page in the book and began to read the paragraph of writing below the picture of the", portal
334,"We need to follow the evidence, and so far this still has a lot of questions.”
“That’s where I have the advantage, John.  I don’t have to answer to anyone but myself.”
“Hunter, we’re friends, and I’ll pretend that I didn’t hear that.”
“What about protecting the girls,", John
335,"""You there,"" he called, raising his voice, ""send word to the camp-""

""Why are you talking to them?"" Arkady said. ""Hurry and get loose, and never mind about your men, I am sure they will be all right! Those are them, those are the ones who put these chains on me!""

Temeraire jerked his head around to stare at", Arkady
336,"Answered all the questions truthfully but she didn't give up anything that would have complicated your life.""

""Glad to hear that,"" Lawson said, sounding genuinely relieved. ""I was afraid I might have to do some damage control this morning.""

""No.""

""Well, that's one bit of good news, at least.""

""That's one of the things I admire most about you,", Lawson
337,"It was eerily quiet inside the house—the same nap-inducing breeze was coming through the window. But that’s the view from the hallway. I have to have a closer look. Hydra was hesitant as he looked back at the door—he was ready to run. But he forged ahead and tiptoed, slowly peeking into the room, when…
“Hi,", Hydra
338,"“Yes, I thought I was going to lose the baby.”
“I was scared too,” he stated, sincerity flooding his eyes.
“You were?”
“Yes, of course.  Why do you even ask?”
“This baby wasn’t exactly planned for.”
“Do you honestly think that I would want you to have a", miscarriage
339,"""Who'll even know? Don't you trust me?""

Helena suddenly found herself pinned beneath him. A flicker of anger danced in his eyes. Was she finally going to see her unshakable vampire lose his cool?

""I will know,"" he said. ""And it is you who does not trust me,", Helena
340,"""I know, we still have lots to talk about, but it's hardly as if I'm going to bolt now. This could be a great chance for Rupert, and you too."" She added, getting to her feet.

""You stole my identity,"" Alice said slowly. ""They all think you're me.""

""No, they think I'm Angelique, and you're", Alice
341,"He took his menu and opened it, and I was astounded by the next words that came out of his mouth.

""But we are not friends Ellery.""

Ok, I take back the whole man has manners thing, he is just downright rude.

I opened up my menu. ""Alright then Mr. Black, why don't we just stick to Miss Lane?"" I saw him slightly grin from behind the", menu
342,"I felt like it wasn’t alright for me to be there without Robyn. I got back into my car and headed home. Although it no longer sounded so appealing, I still had a plane to catch. When I got home, I found a gift on my doorstep. I wasn’t really surprised when I read the note and saw that it was from", Robyn
